,Title_ID,Title,Year,Runtime_Minutes,Genres,Lifetime_Gross
2040,tt3774114,Snowden,2016,134.0,"Biography,Drama,Thriller",21587519.0
2041,tt4008348,Deul-gae-deul,2014,99.0,Thriller,10433.0
2042,tt4059702,AmeriGeddon,2016,90.0,"Action,Drama",316554.0
2043,tt4625840,Spices of Liberty,2016,115.0,"Drama,Family,Romance",13463.0
2044,tt4669204,Tap World,2015,72.0,"Documentary,History,Music",26747.0
2045,tt4934950,Talvar,2015,132.0,"Crime,Drama,Mystery",342370.0
2046,tt5208252,Operation Finale,2018,122.0,"Biography,Drama,History",17612099.0
2047,tt5347158,The Best Democracy Money Can Buy,2016,114.0,Documentary,29500.0
2048,tt5802168,Bhutan: The Snowman's Trek,2018,,Documentary,51743.0
2049,tt5834262,Hotel Artemis,2018,94.0,"Action,Drama,Sci-Fi",6708147.0
2050,tt5935704,Padmaavat,2018,164.0,"Drama,History,Romance",11846060.0
2051,tt5970844,Thugs of Hindostan,2018,164.0,"Action,Adventure",1449848.0
2052,tt2458776,Bears,2014,78.0,Documentary,17780194.0
2053,tt2476294,Moscow Never Sleeps,2017,100.0,Drama,25306.0
2054,tt2504022,Narco Cultura,2013,103.0,Documentary,145088.0
2056,tt2581480,The Channel,2016,93.0,"Drama,Horror,Thriller",18319.0
2057,tt2582846,The Fault in Our Stars,2014,126.0,"Drama,Romance",124872350.0
2058,tt2587914,A Matter of Faith,2014,89.0,Drama,680113.0
2059,tt2636522,The Unbelievers,2013,77.0,Documentary,14400.0
2060,tt2706264,Rangrezz,2013,144.0,"Action,Drama",6108.0
2061,tt2848292,Pitch Perfect 2,2015,115.0,"Comedy,Music",184296230.0
2062,tt2901548,Tian tai ai qing,2013,120.0,"Action,Comedy,Drama",85755.0
2063,tt2910274,Obvious Child,2014,84.0,"Comedy,Drama,Romance",3123963.0
2064,tt2924392,Higher Power,2018,93.0,"Action,Sci-Fi,Thriller",528.0
2065,tt2926810,ABCs of Death 2,2014,125.0,"Comedy,Horror",7171.0
2066,tt3319730,The Mercy,2018,112.0,"Adventure,Biography,Drama",29538.0
